cd_cliente,nome_cliente,aquisição_cliente
8359,Francisco,Google Ads - Search
8360,Mário,Direct
8361,Leandro,Google Ads - Display
8362,André,Referral
8363,Alexandre,Google Ads - Search
8364,Sérgio,Direct
8365,Raimundo,Google Ads - Search
8366,Francisca,Google Ads - Search
8367,Joaquim,Google Ads - Search
8368,Adriana,Facebook Ads - Facebook
8369,Josefa,Facebook Ads - Facebook
8370,Paul,Direct
8371,Geraldo,Organic
8372,Leandro,Organic
8373,Antônia,Facebook Ads - Facebook
8374,Maria,Organic
8375,Márci,Social Media
8376,Cláudio,Google Ads - Search
8377,Edson,Google Ads - Search
8378,Maria,Google Ads - Youtube
8379,Raimundo,Organic
8380,Rita,Organic
8381,Fabio,Google Ads - Search
8382,Márci,Direct
8383,Rodrigo,Google Ads - Search
8384,Sandra,Organic
8385,Ana,Google Ads - Search
8386,Daniel,Facebook Ads - Facebook
8387,Márci,Google Ads - Search
8388,Luis,Direct
8389,Sandra,Google Ads - Youtube
8390,Antônia,Organic
8391,Joaquim,Organic
8392,Márci,Social Media
8393,Jorge,Organic
8394,Carlos,Google Ads - Youtube
8395,Terezinha,Google Ads - Search
8396,Cláudio,Google Ads - Search
8397,Robert,Google Ads - Search
8398,Geraldo,Organic
8399,Sérgio,Google Ads - Search
8400,Francisco,Google Ads - Youtube
8401,Marcos,Referral
8402,Joaquim,Organic
8403,Ricardo,Organic
8404,Eduardo,Organic
8405,Fernando,Direct
8406,Fernando,Facebook Ads - Facebook
8407,Rita,Referral
8408,Josefa,Google Ads - Search
8409,Daniel,Criteo Remarketing
8410,Alexandre,Google Ads - Display
8411,Sérgio,Google Ads - Search
8412,Francisca,Direct
8413,Manoel,Organic
8414,Leandro,Direct
8415,João,Organic
8416,Marcelo,Direct
8417,Rodrigo,Google Ads - Search
8418,Antônio,Google Ads - Search
8419,Marcelo,Organic
8420,Sandra,Social Media
8421,Marcos,Google Ads - Display
8422,Márci,Google Ads - Search
8423,Geraldo,Referral
8424,Jorge,Social Media
8425,Terezinha,Facebook Ads - Instagram
8426,Rodrigo,Referral
8427,Sebastiã,Google Ads - Search
8428,Luciana,Direct
8429,Luis,Organic
8430,Daniel,Facebook Ads - Instagram
8431,Antônio,Organic
8432,Fernando,Direct
8433,Ana,Direct
8434,Manoel,Facebook Ads - Instagram
8435,Ana,Google Ads - Search
8436,João,Organic
8437,André,Organic
8438,Fernando,Google Ads - Youtube
8439,Alexandre,Direct
8440,Geraldo,Referral
8441,Rosa,Direct
8442,Raimundo,Direct
8443,Joaquim,Direct
8444,Daniel,Organic
8445,Cláudio,Social Media
8446,Carlos,Google Ads - Search
8447,Rosa,Google Ads - Search
8448,Marcos,Google Ads - Search
8449,André,Referral
8450,Fabio,Direct
8451,Rita,Google Ads - Search
8452,Luciana,Organic
8453,Raimundo,Google Ads - Search
8454,Ana,Google Ads - Search
8455,Cláudio,Organic
8456,Eduardo,Organic
8457,José,Social Media
8458,Mário,Social Media
8459,Adriana,Google Ads - Search
8460,Luciana,Organic
8461,Paul,Google Ads - Display
8462,Sérgio,Direct
8463,Patrícia,Direct
8464,Sandra,Social Media
8465,Fernando,Google Ads - Search
8466,Mário,Direct
8467,Rodrigo,Google Ads - Youtube
8468,Ana,Google Ads - Search
8469,Luiz,Facebook Ads - Facebook
8470,Cláudio,Organic
8471,Márci,Social Media
8472,Antônia,Facebook Ads - Facebook
8473,Maria,Organic
8474,Robert,Google Ads - Search
8475,Rita,Facebook Ads - Instagram
8476,Sandra,Direct
8477,Leandro,Social Media
8478,Márci,Organic
8479,Francisco,Organic
8480,Ricardo,Social Media
8481,Alexandre,Google Ads - Search
8482,José,Direct
8483,Sebastiã,Google Ads - Search
8484,Cláudio,Facebook Ads - Facebook
8485,Geraldo,Google Ads - Search
8486,André,Google Ads - Search
8487,José,Google Ads - Search
8488,Cláudio,Google Ads - Display
8489,Márci,Direct
8490,Alexandre,Direct
8491,Alexandre,Google Ads - Youtube
8492,Vera,Organic
8493,Leandro,Referral
8494,Mário,Google Ads - Youtube
8495,Benedito,Organic
8496,Robert,Google Ads - Search
8497,Carlos,Organic
8498,Alexandre,Organic
8499,Ricardo,Google Ads - Search
8500,Raimundo,Google Ads - Youtube
8501,Rosa,Referral
8502,Maria,Direct
8503,Edson,Google Ads - Display
8504,Carlos,Facebook Ads - Instagram
8505,Antônio,Organic
8506,Terezinha,Facebook Ads - Facebook
8507,Edson,Google Ads - Search
8508,Luciana,Facebook Ads - Facebook
8509,Francisco,Direct
8510,Luciana,Google Ads - Search
8511,Márci,Facebook Ads - Instagram
8512,Sebastiã,Direct
8513,Joaquim,Direct
8514,Robert,Google Ads - Youtube
8515,Francisca,Google Ads - Youtube
8516,Josefa,Organic
8517,Luiz,Google Ads - Search
8518,Antônio,Google Ads - Youtube
8519,Terezinha,Google Ads - Search
8520,Benedito,Google Ads - Search
8521,Adriana,Google Ads - Youtube
8522,Adriana,Social Media
8523,Pedro,Organic
8524,Edson,Organic
8525,Alexandre,Facebook Ads - Instagram
8526,Francisco,Google Ads - Search
8527,Márci,Google Ads - Search
8528,Josefa,Referral
8529,Cláudio,Google Ads - Search
8530,Francisca,Google Ads - Search
8531,Maria,Google Ads - Search
8532,Luiz,Direct
8533,Vera,Criteo Remarketing
8534,Ricardo,Organic
8535,Sérgio,Facebook Ads - Facebook
8536,Sérgio,Organic
8537,Terezinha,Google Ads - Search
8538,Jorge,Organic
8539,Rosa,Organic
8540,Paul,Google Ads - Search
8541,Benedito,Google Ads - Search
8542,Rodrigo,Google Ads - Youtube
8543,Marcos,Google Ads - Display
8544,Sônia,Organic
8545,Raimundo,Google Ads - Search
8546,João,Direct
8547,Francisca,Direct
8548,Francisco,Organic
8549,Josefa,Google Ads - Search
8550,Manoel,Criteo Remarketing
8551,Patrícia,Direct
8552,Rafael,Google Ads - Search
8553,Cláudio,Direct
8554,Francisco,Organic
8555,Vera,Google Ads - Display
8556,Sônia,Direct
8557,José,Direct
8558,Adriana,Organic
8559,Antônio,Referral
8560,André,Criteo Remarketing
8561,Sônia,Google Ads - Youtube
8562,Manoel,Referral
8563,Marcelo,Direct
8564,Fabio,Google Ads - Search
8565,Carlos,Google Ads - Search
8566,Sônia,Facebook Ads - Instagram
8567,Márci,Direct
8568,Rodrigo,Organic
8569,Francisco,Criteo Remarketing
8570,Márci,Direct
8571,Márci,Google Ads - Search
8572,Ricardo,Organic
8573,Patrícia,Google Ads - Search
8574,Fernando,Criteo Remarketing
8575,Fernando,Google Ads - Display
8576,Rosa,Facebook Ads - Facebook
8577,Sérgio,Google Ads - Search
8578,Ricardo,Google Ads - Search
8579,Antônia,Direct
8580,Marcos,Google Ads - Youtube
8581,Mário,Google Ads - Search
8582,Terezinha,Facebook Ads - Facebook
8583,Márci,Social Media
8584,Luciana,Facebook Ads - Facebook
8585,Alexandre,Social Media
8586,Leandro,Referral
8587,Edson,Organic
8588,Leandro,Direct
8589,Edson,Direct
8590,Sebastiã,Google Ads - Search
8591,Francisca,Direct
8592,Paul,Facebook Ads - Facebook
8593,Geraldo,Direct
8594,Antônia,Criteo Remarketing
8595,Paul,Google Ads - Search
8596,Pedro,Organic
8597,André,Direct
8598,Sônia,Google Ads - Search
8599,Francisco,Organic
8600,Daniel,Organic
8601,Rosa,Direct
8602,Márci,Google Ads - Search
8603,Rosa,Organic
8604,Joaquim,Organic
8605,Luciana,Facebook Ads - Instagram
8606,Francisca,Social Media
8607,Rita,Google Ads - Search
8608,Sérgio,Google Ads - Search
8609,Sônia,Direct
8610,Luiz,Google Ads - Youtube
8611,Luciana,Google Ads - Youtube
8612,João,Google Ads - Display
8613,Sebastiã,Criteo Remarketing
8614,Fabio,Google Ads - Search
8615,André,Facebook Ads - Facebook
8616,José,Direct
8617,Vera,Organic
8618,Marcelo,Facebook Ads - Facebook
8619,Eduardo,Organic
8620,Daniel,Organic
8621,Maria,Google Ads - Search
8622,Francisco,Facebook Ads - Facebook
8623,Geraldo,Organic
8624,Francisca,Google Ads - Display
8625,Rosa,Facebook Ads - Instagram
8626,Patrícia,Criteo Remarketing
8627,Márci,Social Media
8628,Márci,Google Ads - Search
8629,Ricardo,Referral
8630,José,Organic
8631,Patrícia,Google Ads - Search
8632,Leandro,Direct
8633,André,Organic
8634,Sérgio,Facebook Ads - Instagram
8635,Pedro,Google Ads - Youtube
8636,Benedito,Direct
8637,Sônia,Criteo Remarketing
8638,Sérgio,Google Ads - Search
8639,Pedro,Organic
8640,Jorge,Google Ads - Search
8641,Rita,Google Ads - Display
8642,Leandro,Referral
8643,Luis,Organic
8644,Francisca,Organic
8645,Rodrigo,Organic
8646,Antônio,Direct
8647,Josefa,Google Ads - Youtube
8648,Rodrigo,Organic
8649,Edson,Social Media
8650,Pedro,Google Ads - Search
8651,Márci,Facebook Ads - Instagram
8652,Alexandre,Google Ads - Youtube
8653,Marcos,Facebook Ads - Instagram
8654,Sérgio,Social Media
8655,Francisca,Google Ads - Search
8656,Francisca,Direct
8657,Edson,Direct
8658,André,Direct
8659,Francisco,Referral
8660,Luis,Criteo Remarketing
8661,Benedito,Direct
8662,Rosa,Direct
8663,Robert,Direct
8664,Alexandre,Direct
8665,Cláudio,Google Ads - Search
8666,Raimunda,Facebook Ads - Instagram
8667,Eduardo,Organic
8668,Carlos,Google Ads - Search
8669,Leandro,Social Media
8670,Ana,Google Ads - Search
8671,André,Criteo Remarketing
8672,Francisco,Organic
8673,José,Direct
8674,Adriana,Google Ads - Search
8675,Rosa,Organic
8676,Pedro,Google Ads - Search
8677,Jorge,Direct
8678,Rafael,Social Media
8679,Luis,Organic
8680,Antônia,Facebook Ads - Facebook
8681,Sérgio,Criteo Remarketing
8682,Márci,Criteo Remarketing
8683,Ricardo,Organic
8684,Pedro,Facebook Ads - Instagram
8685,Robert,Direct
8686,Luis,Direct
8687,José,Facebook Ads - Instagram
8688,Geraldo,Organic
8689,Carlos,Direct
8690,Ricardo,Google Ads - Display
8691,Mário,Organic
8692,Joaquim,Google Ads - Search
8693,Benedito,Google Ads - Search
8694,Daniel,Google Ads - Search
8695,Edson,Organic
8696,Márci,Organic
8697,Joaquim,Google Ads - Search
8698,Marcelo,Google Ads - Display
8699,Robert,Facebook Ads - Instagram
8700,Patrícia,Direct
8701,Ana,Organic
8702,Antônia,Direct
8703,Rafael,Google Ads - Youtube
8704,Marcelo,Google Ads - Search
8705,Marcelo,Google Ads - Search
8706,Fabio,Organic
8707,Sérgio,Organic
8708,Fabio,Referral
8709,Paul,Direct
8710,Sebastiã,Google Ads - Search
8711,Marcos,Facebook Ads - Facebook
8712,Rafael,Google Ads - Search
8713,Fabio,Google Ads - Search
8714,Antônio,Google Ads - Youtube
8715,Marcelo,Facebook Ads - Instagram
8716,Josefa,Google Ads - Search
8717,Jorge,Google Ads - Search
8718,Rodrigo,Social Media
8719,Mário,Organic
8720,Maria,Organic
8721,Josefa,Direct
8722,Sandra,Criteo Remarketing
8723,Rosa,Social Media
8724,Sérgio,Organic
8725,Edson,Direct
8726,Mário,Organic
8727,Eduardo,Direct
8728,Patrícia,Google Ads - Youtube
8729,Rodrigo,Facebook Ads - Instagram
8730,Daniel,Organic
8731,Francisco,Google Ads - Search
8732,Sônia,Organic
8733,Raimunda,Social Media
8734,Leandro,Organic
8735,Rosa,Facebook Ads - Facebook
8736,Márci,Organic
8737,Marcelo,Organic
8738,Adriana,Facebook Ads - Facebook
8739,Antônio,Direct
8740,Terezinha,Direct
8741,Leandro,Facebook Ads - Facebook
8742,Rosa,Referral
8743,Antônia,Google Ads - Search
8744,Marcelo,Google Ads - Search
8745,Josefa,Google Ads - Search
8746,Geraldo,Google Ads - Display
8747,Edson,Direct
8748,Alexandre,Criteo Remarketing
8749,Francisco,Direct
8750,Raimundo,Organic
8751,Leandro,Criteo Remarketing
8752,João,Google Ads - Search
8753,João,Google Ads - Search
8754,Francisco,Google Ads - Search
8755,Rafael,Facebook Ads - Instagram
8756,Antônio,Direct
8757,Mário,Google Ads - Search
8758,Antônio,Google Ads - Search
8759,Márci,Facebook Ads - Instagram
8760,Sandra,Direct
8761,Luciana,Google Ads - Display
8762,Rosa,Google Ads - Search
8763,Robert,Google Ads - Display
8764,Sebastiã,Google Ads - Display
8765,Marcelo,Organic
8766,Luciana,Referral
8767,João,Google Ads - Search
8768,João,Google Ads - Search
8769,Adriana,Criteo Remarketing
8770,Francisco,Direct
8771,Jorge,Google Ads - Youtube
8772,Leandro,Direct
8773,Cláudio,Direct
8774,Sebastiã,Social Media
8775,Manoel,Facebook Ads - Facebook
8776,Jorge,Google Ads - Search
8777,Luis,Organic
8778,Manoel,Google Ads - Search
8779,Edson,Direct
8780,Patrícia,Facebook Ads - Facebook
8781,Maria,Referral
8782,Vera,Criteo Remarketing
8783,Edson,Criteo Remarketing
8784,Mário,Direct
8785,Fabio,Organic
8786,Rosa,Google Ads - Search
8787,Eduardo,Referral
8788,Antônia,Direct
8789,Márci,Google Ads - Search
8790,Mário,Organic
8791,João,Organic
8792,Joaquim,Google Ads - Search
8793,Terezinha,Referral
8794,Francisco,Facebook Ads - Instagram
8795,Eduardo,Organic
8796,Sandra,Organic
8797,Patrícia,Facebook Ads - Facebook
8798,Patrícia,Organic
8799,Sérgio,Organic
8800,Luis,Google Ads - Search
8801,Antônio,Google Ads - Youtube
8802,Joaquim,Direct
8803,Robert,Organic
8804,João,Social Media
8805,Antônia,Organic
8806,Patrícia,Direct
8807,Sandra,Organic
8808,Sérgio,Google Ads - Search
8809,Geraldo,Google Ads - Display
8810,Francisca,Direct
8811,João,Facebook Ads - Facebook
8812,Ana,Google Ads - Search
8813,Edson,Google Ads - Display
8814,Ana,Organic
8815,Rosa,Facebook Ads - Facebook
8816,Fabio,Google Ads - Youtube
8817,Joaquim,Google Ads - Display
8818,Sebastiã,Google Ads - Search
8819,Adriana,Organic
8820,Josefa,Direct
8821,Fabio,Direct
8822,Francisca,Social Media
8823,Luciana,Social Media
8824,Raimundo,Direct
8825,Antônio,Google Ads - Search
8826,Rita,Facebook Ads - Instagram
8827,Márci,Google Ads - Display
8828,Luciana,Facebook Ads - Instagram
8829,Luis,Criteo Remarketing
8830,Ana,Google Ads - Search
8831,André,Direct
8832,Sebastiã,Google Ads - Search
8833,João,Direct
8834,Manoel,Social Media
8835,Luiz,Facebook Ads - Facebook
8836,Terezinha,Google Ads - Youtube
8837,Eduardo,Direct
8838,Sebastiã,Referral
8839,Fernando,Organic
8840,Eduardo,Google Ads - Search
8841,Antônio,Google Ads - Display
8842,Maria,Direct
8843,Marcelo,Organic
8844,Benedito,Google Ads - Display
8845,Luciana,Facebook Ads - Instagram
8846,Raimundo,Organic
8847,Eduardo,Organic
8848,Geraldo,Organic
8849,Patrícia,Referral
8850,Josefa,Criteo Remarketing
8851,Ricardo,Organic
8852,Vera,Referral
8853,Raimundo,Organic
8854,Luiz,Direct
8855,Daniel,Direct
8856,Sandra,Google Ads - Search
8857,Ricardo,Organic
8858,Cláudio,Criteo Remarketing
8859,Márci,Direct
8860,Sebastiã,Organic
8861,Pedro,Referral
8862,Terezinha,Direct
8863,Leandro,Direct
8864,Marcelo,Google Ads - Search
8865,Ricardo,Organic
8866,Josefa,Organic
8867,Ricardo,Facebook Ads - Facebook
8868,Carlos,Google Ads - Search
8869,André,Google Ads - Search
8870,Eduardo,Google Ads - Youtube
8871,Rosa,Facebook Ads - Instagram
8872,Patrícia,Direct
8873,Fernando,Organic
8874,Benedito,Organic
8875,Terezinha,Direct
8876,Terezinha,Direct
8877,José,Criteo Remarketing
8878,Daniel,Google Ads - Search
8879,Joaquim,Social Media
8880,Márci,Organic
8881,Ana,Direct
8882,Josefa,Google Ads - Search
8883,André,Social Media
8884,Alexandre,Google Ads - Youtube
8885,Manoel,Google Ads - Youtube
8886,Francisca,Organic
8887,Geraldo,Direct
8888,Pedro,Referral
8889,Sônia,Facebook Ads - Instagram
8890,Pedro,Facebook Ads - Facebook
8891,Cláudio,Direct
8892,Fabio,Referral
8893,Manoel,Google Ads - Display
8894,Leandro,Organic
8895,Márci,Organic
8896,Luis,Organic
8897,Pedro,Direct
8898,Eduardo,Direct
8899,Alexandre,Organic
8900,Sérgio,Google Ads - Youtube
8901,Maria,Google Ads - Display
8902,Fabio,Organic
8903,Marcos,Google Ads - Display
8904,Jorge,Direct
8905,Sebastiã,Google Ads - Search
8906,Cláudio,Organic
8907,Francisco,Organic
8908,Francisca,Direct
8909,Antônio,Social Media
8910,Josefa,Google Ads - Search
8911,Márci,Social Media
8912,Josefa,Organic
8913,Sônia,Referral
8914,Márci,Referral
8915,Edson,Google Ads - Display
8916,Fernando,Direct
8917,Francisco,Direct
8918,Márci,Social Media
8919,Geraldo,Organic
8920,Ana,Google Ads - Youtube
8921,Pedro,Organic
8922,Patrícia,Google Ads - Search
8923,Sônia,Google Ads - Search
8924,Alexandre,Google Ads - Youtube
8925,Patrícia,Facebook Ads - Instagram
8926,Rosa,Google Ads - Youtube
8927,Leandro,Criteo Remarketing
8928,Jorge,Google Ads - Display
8929,Francisca,Criteo Remarketing
8930,Antônia,Direct
8931,Terezinha,Organic
8932,Ricardo,Social Media
8933,Raimundo,Direct
8934,Ana,Google Ads - Search
8935,Adriana,Criteo Remarketing
8936,Rosa,Organic
8937,Cláudio,Organic
8938,Raimunda,Direct
8939,André,Google Ads - Search
8940,Jorge,Direct
8941,Joaquim,Google Ads - Display
8942,Maria,Direct
8943,Leandro,Google Ads - Youtube
8944,Patrícia,Criteo Remarketing
8945,Antônia,Social Media
8946,Luciana,Criteo Remarketing
8947,Adriana,Referral
8948,Manoel,Organic
8949,Robert,Direct
8950,Paul,Organic
8951,Marcos,Google Ads - Search
8952,Josefa,Google Ads - Display
8953,Rafael,Direct
8954,Márci,Google Ads - Search
8955,Leandro,Direct
8956,Joaquim,Direct
8957,Antônia,Google Ads - Search
8958,Márci,Direct
8959,Vera,Google Ads - Search
8960,Carlos,Facebook Ads - Facebook
8961,Maria,Organic
8962,Terezinha,Google Ads - Search
8963,Luis,Direct
8964,Sebastiã,Organic
8965,Leandro,Organic
8966,José,Direct
8967,André,Social Media
8968,Luiz,Google Ads - Search
8969,Fernando,Google Ads - Search
8970,Ricardo,Organic
8971,Rosa,Organic
8972,Marcos,Referral
8973,Rafael,Google Ads - Youtube
8974,Sebastiã,Direct
8975,Fabio,Organic
8976,Rodrigo,Social Media
8977,Daniel,Direct
8978,Josefa,Direct
8979,Josefa,Google Ads - Youtube
8980,Jorge,Organic
8981,André,Google Ads - Search
8982,Sérgio,Google Ads - Youtube
8983,Benedito,Facebook Ads - Facebook
8984,Paul,Social Media
8985,Raimunda,Direct
8986,Sebastiã,Social Media
8987,Benedito,Facebook Ads - Facebook
8988,Luiz,Facebook Ads - Instagram
8989,Geraldo,Organic
8990,Rosa,Organic
8991,Maria,Direct
8992,Carlos,Facebook Ads - Instagram
8993,Patrícia,Facebook Ads - Instagram
8994,Francisca,Google Ads - Youtube
8995,Luiz,Facebook Ads - Instagram
8996,Jorge,Facebook Ads - Facebook
8997,Raimunda,Direct
8998,Márci,Google Ads - Search
8999,Fernando,Direct
9000,Daniel,Google Ads - Youtube
9001,Márci,Organic
9002,Terezinha,Facebook Ads - Instagram
9003,Marcelo,Facebook Ads - Instagram
9004,Adriana,Organic
9005,Ricardo,Organic
9006,Daniel,Direct
9007,Antônio,Facebook Ads - Facebook
9008,Marcelo,Direct
9009,Vera,Google Ads - Search
9010,Rodrigo,Social Media
9011,Márci,Criteo Remarketing
9012,Sônia,Direct
9013,Rodrigo,Organic
9014,Paul,Facebook Ads - Facebook
9015,Maria,Organic
9016,Marcos,Google Ads - Display
9017,Terezinha,Google Ads - Search
9018,Raimunda,Google Ads - Youtube
9019,Fernando,Social Media
9020,Benedito,Social Media
9021,Terezinha,Google Ads - Search
9022,Sebastiã,Criteo Remarketing
9023,Benedito,Google Ads - Search
9024,Mário,Direct
9025,José,Organic
9026,Raimunda,Direct
9027,Adriana,Google Ads - Search
9028,Sebastiã,Organic
9029,Márci,Direct
9030,Jorge,Social Media
9031,Marcelo,Google Ads - Youtube
9032,João,Google Ads - Display
9033,Pedro,Referral
9034,Robert,Referral
9035,Rodrigo,Organic
9036,Marcos,Criteo Remarketing
9037,Josefa,Social Media
9038,Luiz,Organic
9039,Sandra,Organic
9040,Luiz,Criteo Remarketing
9041,Paul,Google Ads - Search
9042,Carlos,Organic
9043,Maria,Google Ads - Search
9044,Antônio,Google Ads - Youtube
9045,Rita,Facebook Ads - Instagram
9046,Sebastiã,Referral
9047,Vera,Facebook Ads - Instagram
9048,Pedro,Referral
9049,Maria,Facebook Ads - Instagram
9050,Terezinha,Direct
9051,Paul,Direct
9052,Terezinha,Google Ads - Youtube
9053,Sebastiã,Organic
9054,Benedito,Organic
9055,Rita,Direct
9056,Sandra,Direct
9057,Leandro,Direct
9058,Ricardo,Direct
9059,Benedito,Direct
9060,Eduardo,Organic
9061,Fabio,Google Ads - Youtube
9062,Luiz,Referral
9063,Rafael,Organic
9064,André,Organic
9065,Rafael,Organic
9066,Márci,Google Ads - Display
9067,Sônia,Organic
9068,Carlos,Organic
9069,Patrícia,Facebook Ads - Facebook
9070,Marcos,Direct
9071,Rafael,Direct
9072,Márci,Direct
9073,Adriana,Organic
9074,Cláudio,Facebook Ads - Instagram
9075,Josefa,Organic
9076,Raimunda,Google Ads - Youtube
9077,Alexandre,Organic
9078,Paul,Direct
9079,Cláudio,Criteo Remarketing
9080,Francisco,Google Ads - Search
9081,Edson,Organic
9082,Raimunda,Criteo Remarketing
9083,Adriana,Google Ads - Search
9084,Jorge,Organic
9085,Jorge,Organic
9086,Josefa,Google Ads - Youtube
9087,Josefa,Social Media
9088,Francisca,Organic
9089,Sandra,Referral
9090,Antônia,Direct
9091,Ana,Referral
9092,Patrícia,Google Ads - Youtube
9093,Luiz,Criteo Remarketing
9094,Sérgio,Google Ads - Search
9095,Márci,Organic
9096,Edson,Google Ads - Youtube
9097,Adriana,Organic
9098,André,Google Ads - Search
9099,Eduardo,Referral
9100,Patrícia,Organic
9101,Pedro,Criteo Remarketing
9102,Luiz,Organic
9103,Geraldo,Direct
9104,Cláudio,Organic
9105,Eduardo,Google Ads - Search
9106,Márci,Social Media
9107,Carlos,Facebook Ads - Instagram
9108,Raimunda,Referral
9109,Carlos,Direct
9110,Sérgio,Organic
9111,Sérgio,Referral
9112,Terezinha,Direct
9113,Daniel,Facebook Ads - Instagram
9114,Maria,Direct
9115,João,Direct
9116,André,Direct
9117,Fernando,Google Ads - Youtube
9118,Alexandre,Google Ads - Youtube
9119,Francisca,Google Ads - Youtube
9120,Mário,Direct
9121,Fabio,Organic
9122,Carlos,Organic
9123,Paul,Organic
9124,Maria,Direct
9125,Raimundo,Direct
9126,Márci,Google Ads - Search
9127,Antônio,Google Ads - Search
9128,Paul,Organic
9129,Adriana,Organic
9130,Francisco,Social Media
9131,Pedro,Google Ads - Search
9132,Maria,Direct
9133,Daniel,Organic
9134,Sebastiã,Social Media
9135,Sônia,Direct
9136,Vera,Referral
9137,Rosa,Referral
9138,Edson,Facebook Ads - Facebook
9139,Terezinha,Social Media
9140,Rafael,Google Ads - Search
9141,Francisca,Criteo Remarketing
9142,Sandra,Organic
9143,Marcelo,Organic
9144,José,Organic
9145,Josefa,Social Media
9146,Robert,Direct
9147,Mário,Organic
9148,Robert,Referral
9149,Carlos,Direct
9150,Ricardo,Facebook Ads - Instagram
9151,Leandro,Direct
9152,Márci,Facebook Ads - Facebook
9153,Edson,Direct
9154,Geraldo,Referral
9155,Ricardo,Organic
9156,Márci,Google Ads - Display
9157,Luciana,Google Ads - Search
9158,Joaquim,Google Ads - Display
9159,Marcos,Direct
9160,Antônia,Facebook Ads - Facebook
9161,Rosa,Google Ads - Youtube
9162,Antônio,Direct
9163,Joaquim,Direct
9164,Sebastiã,Direct
9165,Alexandre,Organic
9166,Benedito,Facebook Ads - Instagram
9167,Antônio,Organic
9168,Patrícia,Direct
9169,Leandro,Organic
9170,Leandro,Facebook Ads - Facebook
9171,Francisca,Criteo Remarketing
9172,Luis,Google Ads - Search
9173,Sérgio,Social Media
9174,Pedro,Google Ads - Display
9175,José,Facebook Ads - Facebook
9176,Joaquim,Facebook Ads - Facebook
9177,Paul,Google Ads - Youtube
9178,Márci,Organic
9179,Raimundo,Facebook Ads - Facebook
9180,Sebastiã,Organic
9181,Luis,Google Ads - Search
9182,Francisca,Criteo Remarketing
9183,Patrícia,Organic
9184,Sandra,Google Ads - Search
9185,Raimunda,Organic
9186,Cláudio,Direct
9187,Sérgio,Google Ads - Search
9188,Rita,Google Ads - Youtube
9189,Raimundo,Organic
9190,Fernando,Organic
9191,Antônio,Google Ads - Search
9192,Luis,Criteo Remarketing
9193,Carlos,Organic
9194,Antônia,Direct
9195,Márci,Direct
9196,André,Facebook Ads - Facebook
9197,Jorge,Social Media
9198,Eduardo,Organic
9199,Josefa,Direct
9200,Sandra,Google Ads - Search
9201,Vera,Social Media
9202,Sônia,Organic
9203,Daniel,Organic
9204,Rosa,Google Ads - Search
9205,Ricardo,Direct
9206,Carlos,Direct
9207,Alexandre,Referral
9208,Adriana,Direct
9209,Patrícia,Google Ads - Search
9210,Adriana,Google Ads - Search
9211,Ana,Facebook Ads - Instagram
9212,Rafael,Organic
9213,Adriana,Referral
9214,Cláudio,Direct
9215,Patrícia,Facebook Ads - Facebook
9216,Rafael,Criteo Remarketing
9217,Edson,Facebook Ads - Facebook
9218,Edson,Facebook Ads - Facebook
9219,Pedro,Google Ads - Search
9220,Rosa,Direct
9221,Antônio,Google Ads - Search
9222,Luciana,Google Ads - Search
9223,Benedito,Organic
9224,Joaquim,Google Ads - Display
9225,Francisca,Referral
9226,Vera,Facebook Ads - Instagram
9227,Manoel,Referral
9228,Antônio,Organic
9229,André,Social Media
9230,Carlos,Google Ads - Youtube
9231,Sônia,Google Ads - Search
9232,Sandra,Facebook Ads - Instagram
9233,Sérgio,Organic
9234,Márci,Direct
9235,Sebastiã,Organic
9236,Rodrigo,Organic
9237,Antônia,Direct
9238,Rosa,Direct
9239,Pedro,Google Ads - Search
9240,Sônia,Criteo Remarketing
9241,Márci,Social Media
9242,Eduardo,Organic
9243,Manoel,Referral
9244,Sônia,Google Ads - Search
9245,Pedro,Direct
9246,Sebastiã,Google Ads - Search
9247,Edson,Google Ads - Youtube
9248,Sérgio,Criteo Remarketing
9249,Marcelo,Organic
9250,Mário,Referral
9251,Rodrigo,Google Ads - Youtube
9252,Jorge,Facebook Ads - Instagram
9253,Manoel,Organic
9254,Carlos,Google Ads - Display
9255,Adriana,Social Media
9256,Fernando,Google Ads - Search
9257,Benedito,Direct
9258,Vera,Google Ads - Display
9259,Sandra,Organic
9260,Ana,Direct
9261,Terezinha,Facebook Ads - Facebook
9262,Márci,Google Ads - Search
9263,Leandro,Google Ads - Search
9264,Raimunda,Google Ads - Youtube
9265,Patrícia,Direct
9266,Joaquim,Referral
9267,Robert,Organic
9268,Sandra,Social Media
9269,Pedro,Google Ads - Search
9270,Robert,Criteo Remarketing
9271,Rodrigo,Referral
9272,Raimunda,Organic
9273,Paul,Google Ads - Display
9274,Geraldo,Google Ads - Search
9275,Antônia,Google Ads - Youtube
9276,Vera,Organic
9277,Sandra,Direct
9278,Antônia,Referral
9279,Pedro,Facebook Ads - Facebook
9280,Eduardo,Organic
9281,Luis,Google Ads - Search
9282,Cláudio,Social Media
9283,Márci,Organic
9284,Antônia,Google Ads - Youtube
9285,Márci,Criteo Remarketing
9286,Sérgio,Google Ads - Search
9287,Sérgio,Google Ads - Display
9288,Marcelo,Organic
9289,André,Organic
9290,Sebastiã,Criteo Remarketing
9291,Raimundo,Facebook Ads - Facebook
9292,Sérgio,Organic
9293,Vera,Facebook Ads - Facebook
